id_activity;title;authors;source;publication_date;pmid;impact_factor;clinic;pdc;colab_inter;colab_intra_crti;id_choice
372;Failure of Calcineurin Inhibitor (Tacrolimus) Weaning Randomized Trial in Long-Term StableKidney Transplant Recipients;Dugast E, Soulillou JP, Foucher Y, Papuchon E, Guerif P, Paul C, Riochet D,Chesneau M, Cesbron A, Renaudin K, Dantal J, Giral M, Brouard S;Am J Transplant;01/01/16;27367750;7.163;false;true;false;false;1
373;Fate of transplanted lungs is controlled by immune cells encounterwithin pulmonary allografts;Degauque N;Am J Transplant;01/01/18;28887863;7.163;false;true;false;false;3
374;Synthetic fusion protein CAR technology to redirect Tcell antigen specificity to promote organ transplant tolerance;Brouard S, Mooney N;Am J Transplant;01/01/17;28117926;7.163;false;true;false;false;3
375;Renal Operational Tolerance Is Associated With a Defect of BloodTfh Cells That Exhibit Impaired B Cell Help;Chenouard A, Chesneau M, Bui Nguyen L, Le Bot S, Cadoux M, Dugast E, Paul C,Malard-Castagnet S, Ville S, Guérif P, Soulillou JP, Degauque N, Danger R, Giral M, Brouard S;Am J Transplant;01/01/17;27888555;7.163;false;true;false;true;1
376;T Cells Promote Bronchial Epithelial Cell Secretion ofMatrix Metalloproteinase-9 via a C-C Chemokine Receptor Type 2 Pathway:Implications for Chronic Lung Allograft Dysfunction;"Pain M, Royer PJ, Loy J, Girardeau A, Tissot A, Lacoste P, Roux A,Reynaud-Gaubert M, Kessler R, Mussot S, Dromer C, Brugière O, Mornex JF,Guillemain R, Dahan M, Knoop C, Botturi K, Pison C, Danger R, Brouard S, MagnanA; COLT Consortium";Am J Transplant;01/01/17;27982503;7.163;false;true;true;false;1
377;FR104, an antagonist anti-CD28 monovalent fab' antibody, prevents alloimmunization and allows calcineurin inhibitor minimizationin nonhuman primate renal allograft;Poirier N, Dilek N, Mary C, Ville S, Coulon F, Branchereau J, Tillou X,Charpy V, Pengam S, Nerriere-Daguin V, Hervouet J, Minault D, Le Bas-Bernardet S,Renaudin K, Vanhove B, Blancho G;Am J Transplant;01/01/15;25488654;7.163;false;true;false;true;1
378;Bortezomib,C1-inhibitor and plasma exchange do not prolong the survival of multi-transgenic GalT-KO pig kidney xenografts in baboons;Le Bas-Bernardet S, Tillou X, Branchereau J, Dilek N, Poirier N, Châtelais M,Charreau B, Minault D, Hervouet J, Renaudin K, Crossan C, Scobie L, Takeuchi Y,Diswall M, Breimer ME, Klar N, Daha MR, Simioni P, Robson SC, Nottle MB, SalvarisEJ, Cowan PJ, d'Apice AJ, Sachs DH, Yamada K, Lagutina I, Duchi R, Perota A,Lazzari G, Galli C, Cozzi E, Soulillou JP, Vanhove B, Blancho G;Am J Transplant;01/01/15;25612490;7.163;false;true;true;true;1
379;Regulatory T Cells in Kidney Transplantation: New Directions?;Braza F, Durand M, Degauque N, Brouard S;Am J Transplant;01/01/15;26234373;7.163;false;true;false;false;2
380;"Interleukin-7 Receptor Blockade by an Anti-CD127 Monoclonal Antibody
in Non-Human Primate Kidney Transplantation";"Mai HL, Van Ha Nguyen T, Branchereau J, Poirier N, Renaudin K, Mary C, Belarif
L, Minault D, Hervouet J, Le Bas-Berdardet S, Soulillou JP, Vanhove B, Blancho G,
Brouard S";Am J Transplant;01/01/19;31344323;7.163;false;true;false;true;1
381;"Unique and specific Proteobacteria
diversity in urinary microbiota of tolerant kidney transplanted recipients";"Colas L, Mongodin EF, Montassier E, Chesneau M, Guerif P, Hittle L, Giral M,
Bromberg JS, Brouard S; DIVAT Consortium";Am J Transplant;01/01/19;31374143;7.163;false;true;true;false;1
382;Neu5Gc and ?1-3 GAL Xenoantigen Knockout Does Not Affect GlycemiaHomeostasis and Insulin Secretion in Pigs;Salama A, Mosser M, Lévêque X, Perota A, Judor JP, Danna C, Pogu S, Mouré A,Jégou D, Gaide N, Abadie J, Gauthier O, Concordet JP, Le Bas-Bernardet S, RiochetD, Le Berre L, Hervouet J, Minault D, Weiss P, Guicheux J, Brouard S, Bosch S,Lagutina I, Duchi R, Lazzari G, Cozzi E, Blancho G, Conchon S, Galli C, SoulillouJP, Bach JM;Diabetes;01/01/17;28082457;7.199;false;true;true;true;1
383;IL-22BP is produced by eosinophils in human gut and blocks IL-22protective actions during colitis;Martin JC, Bériou G, Heslan M, Bossard C, Jarry A, Abidi A, Hulin P, Ménoret S, Thinard R, Anegon I, Jacqueline C, Lardeux B, Halary F, Renauld JC, BourreilleA, Josien R;Mucosal Immunol;01/01/16;26329427;7.352;false;true;false;true;1
384;Translational opportunities fortargeting the Th17 axis in acute graft-vs-host disease;Malard F, Gaugler B, Lamarthee B, Mohty M;Mucosal Immunol;01/01/16;26813345;7.352;false;true;false;false;3
385;Gut bacteria Akkermansia elicit a specific IgG response in CSF of patients with MS.;"Vallino A, Dos Santos A, Mathé CV, Garcia A, Morille J, Dugast E, Shah SP,
Héry-Arnaud G, Guilloux CA, Gleeson PJ, Monteiro RC, Soulillou JP, Harb J,
Bigot-Corbel E, Michel L, Wiertlewski S, Nicot AB, Laplaud DA, Berthelot L.";Neurol Neuroimmunol Neuroinflamm;01/01/20;32123045;7.353;false;true;false;false;1
386;An intermediate level of CD161 expression defines anovel activated, inflammatory, and pathogenic subset of CD8(+) T cells involvedin multiple sclerosis;Nicol B, Salou M, Vogel I, Garcia A, Dugast E, Morille J, Kilens S,Charpentier E, Donnart A, Nedellec S, Jacq-Foucher M, Le Frère F, Wiertlewski S, Bourreille A, Brouard S, Michel L, David L, Gourraud PA, Degauque N, Nicot AB,Berthelot L, Laplaud DA;J Autoimmun;01/01/18;29054368;7.543;false;true;false;true;1
387;Persistent deficiency of circulatingmucosal-associated invariant T (MAIT) cells in ANCA-associated vasculitis;Braudeau C, Amouriaux K, Néel A, Herbreteau G, Salabert N, Rimbert M, MartinJC, Hemont C, Hamidou M, Josien R;J Autoimmun;01/01/16;27102145;7.543;false;true;false;true;1
388;"BOB1 controls memory B-cell fate
in the germinal center reaction";"Levels MJ, Fehres CM, van Baarsen LGM, van Uden NOP, Germar K, O'Toole TG,
Blijdorp ICJ, Semmelink JF, Doorenspleet ME, Bakker AQ, Krasavin M, Tomilin A,
Brouard S, Spits H, Baeten DLP, Yeremenko NG";J Autoimmun;01/01/19;31053401;7.543;false;false;true;false;1
389;Recruitment of CXCR3(+) T cells into injured tissues in adult IgA vasculitis patients correlates with disease activity;Audemard-Verger A, Pillebout E, Jamin A, Berthelot L, Aufray C, Martin B,Sannier A, Daugas E, Déchanet-Merville J, Richard Y, Monteiro R, Lucas B;J Autoimmun;01/01/19;30745186;7.543;false;false;false;false;1
390;Inhibition of effectorantigen-specific T cells by intradermal administration of heme oxygenase-1inducers;Simon T, Pogu J, Rémy S, Brau F, Pogu S, Maquigneau M, Fonteneau JF, PoirierN, Vanhove B, Blancho G, Piaggio E, Anegon I, Blancou P;J Autoimmun;01/01/17;28342735;7.543;false;true;false;true;1
391;Systematic integration of biomedical knowledgeprioritizes drugs for repurposing;Himmelstein DS, Lizee A, Hessler C, Brueggeman L, Chen SL, Hadley D, Green A, Khankhanian P, Baranzini SE;Elife;01/01/17;28936969;7.551;true;false;true;false;1
392;Aire-dependent genes undergo Clp1-mediated 3'UTR shortening associated with higher transcript stability in the thymus;"Guyon C, Jmari N, Padonou F, Li YC, Ucar O, Fujikado N, Coulpier F, Blanchet
C, Root DE, Giraud M";Elife;01/01/20;32338592;7.551;false;true;true;false;1
393;"Impact of hypertensive emergency and complement rare variants on presentation and
outcome of atypical hemolytic uremic syndrome";"El Karoui K, Boudhabhay I, Petitprez F, Vieira-Martins P, Fakhouri F, Zuber J,
Aulagnon F, Matignon M, Rondeau E, Mesnard L, Halimi JM, Frémeaux-Bacchi V";Haematologica;01/01/19;30890598;7.57;true;false;false;false;1
394;Inflammatory damage on respiratory and nervous systems due to hRSVinfection;Bohmwald K, Espinoza JA, Becerra D, Rivera K, Lay MK, Bueno SM, Riedel CA,Kalergis AM;Curr Opin Immunol;01/01/15;26026788;7.667;false;true;true;false;1
395;Role of dendritic cells in the initiation, progress and modulationof systemic autoimmune diseases;Mackern-Oberti JP, Llanos C, Vega F, Salazar-Onfray F, Riedel CA, Bueno SM,Kalergis AM;Autoimmun Rev;01/01/15;25449681;7.716;false;true;true;false;1
396;Improved Genome Editing Efficiency and Flexibility Using ModifiedOligonucleotides with TALEN and CRISPR-Cas9 Nucleases;Renaud JB, Boix C, Charpentier M, De Cian A, Cochennec J, Duvernois-Berthet E,Perrouault L, Tesson L, Edouard J, Thinard R, Cherifi Y, Menoret S, Fontanière S,de Crozé N, Fraichard A, Sohm F, Anegon I, Concordet JP, Giovannangeli C;Cell Rep;01/01/16;26923600;7.815;false;false;false;false;1
397;"Cross-Reactive
Donor-Specific CD8(+) Tregs Efficiently Prevent Transplant Rejection";"Picarda E, Bézie S, Usero L, Ossart J, Besnard M, Halim H, Echasserieau K,
Usal C, Rossjohn J, Bernardeau K, Gras S, Guillonneau C";Cell Rep;01/01/19;" 
3187553";7.815;false;true;true;false;1
398;Increased degradation of ATP is driven by memory regulatory T cells in kidneytransplantation tolerance;Durand M, Dubois F, Dejou C, Durand E, Danger R, Chesneau M, Brosseau C,Guerif P, Soulillou JP, Degauque N, Eliaou JF, Giral M, Bonnefoy N, Brouard S;Kidney Int;01/01/18;29455908;8.306;false;true;false;false;1
399;Analyses of the short-and long-term graft survival after kidney transplantation in Europe between 1986 and 2015;Coemans M, Süsal C, Döhler B, Anglicheau D, Giral M, Bestard O, Legendre C,Emonds MP, Kuypers D, Molenberghs G, Verbeke G, Naesens M;Kidney Int;01/01/18;30049474;8.306;true;false;true;false;1
400;A composite score associated with spontaneous operational tolerance in kidney transplantrecipients;Danger R, Chesneau M, Paul C, Guérif P, Durand M, Newell KA, Kanaparthi S,Turka LA, Soulillou JP, Houlgatte R, Giral M, Ramstein G, Brouard S;Kidney Int;01/01/17;28242033;8.306;false;true;true;false;1
401;Each additional hour of coldischemia time significantly increases the risk of graft failure and mortalityfollowing renal transplantation;Debout A, Foucher Y, Trébern-Launay K, Legendre C, Kreis H, Mourad G,Garrigue V, Morelon E, Buron F, Rostaing L, Kamar N, Kessler M, Ladrière M,Poignas A, Blidi A, Soulillou JP, Giral M, Dantan E;Kidney Int;01/01/15;25229341;8.306;false;true;false;false;1
402;A common gene signature across multiple studies relatebiomarkers and functional regulation in tolerance to renal allograft;Baron D, Ramstein G, Chesneau M, Echasseriau Y, Pallier A, Paul C, DegauqueN, Hernandez-Fuentes MP, Sanchez-Fueyo A, Newell KA, Giral M, Soulillou JP,Houlgatte R, Brouard S;Kidney Int;01/01/15;25629549;8.306;false;true;true;false;1
403;The Author Replies;Brouard S;Kidney Int;01/01/15;26649667;8.306;false;true;false;false;3
404;"Shiga
toxin-producing Escherichia coli-associated hemolytic uremic syndrome in solid
organ transplant recipients";"Ville S, Ydee A, Garandeau C, Canet E, Tissot A, Cantarovich D,
Frémeaux-Bacchi V, Mariani-Kurkdjian P, Provôt F, Fakhouri F";Kidney Int;01/01/19;31759490;8.306;true;true;false;true;1
405;The authors reply;Le Clech A, Frémeaux-Bacchi V, Fakhouri F;Kidney Int;01/01/19;31331469;8.306;true;true;false;false;3
406;" Atypical hemolytic uremic syndrome and C3glomerulopathy: conclusions from a ""Kidney Disease: Improving Global Outcomes""(KDIGO) Controversies Conference";"Goodship TH, Cook HT, Fakhouri F, Fervenza FC, Frémeaux-Bacchi V, Kavanagh D, Nester CM, Noris M, Pickering MC, Rodríguez de Córdoba S, Roumenina LT, Sethi S, Smith RJ; Conference Participants";Kidney Int;01/01/17;27989322;8.306;true;false;true;false;3
407;APOL1 nephropathy risk variants do not associate with subclinical atherosclerosis or left ventricular mass in middle-aged black adults;Gutiérrez OM, Limou S, Lin F, Peralta CA, Kramer HJ, Carr JJ, Bibbins-Domingo K, Winkler CA, Lewis CE, Kopp JB. ;Kidney Int;01/01/18;29042080;8.306;false;false;true;false;1
408;Atypical and secondary hemolyticuremic syndromes have a distinct presentation and no common genetic risk factors;Le Clech A, Simon-Tillaux N, Provôt F, Delmas Y, Vieira-Martins P, Limou S,Halimi JM, Le Quintrec M, Lebourg L, Grangé S, Karras A, Ribes D, Jourde-ChicheN, Rondeau E, Frémeaux-Bacchi V, Fakhouri F;Kidney Int;01/01/19;30982675;8.306;false;true;false;true;1
409;"Minimal change disease with pulmonary embolism and
a kidney lesion";Ronsin C, Meyer J, Ville S;Kidney Int;01/01/19;31122710;8.306;true;true;false;false;1
410;Central Role of CD45RA- Foxp3hi Memory Regulatory T Cells inClinical Kidney Transplantation Tolerance;Braza F, Dugast E, Panov I, Paul C, Vogt K, Pallier A, Chesneau M, Baron D,Guerif P, Lei H, Laplaud DA, Volk HD, Degauque N, Giral M, Soulillou JP, SawitzkiB, Brouard S;J Am Soc Nephrol;01/01/15;25556168;8.547;false;true;true;false;1
411;Tolerant Kidney Transplant Patients Produce B Cells with RegulatoryProperties;Chesneau M, Michel L, Dugast E, Chenouard A, Baron D, Pallier A, Durand J,Braza F, Guerif P, Laplaud DA, Soulillou JP, Giral M, Degauque N, Chiffoleau E,Brouard S;J Am Soc Nephrol;01/01/15;25644114;8.547;false;true;false;true;1
412;Terminally Differentiated Effector Memory CD8(+) T Cells Identify Kidney Transplant Recipients at High Risk of Graft Failure.;"Jacquemont L, Tilly G, Yap M, Doan-Ngoc TM, Danger R, Guérif P, Delbos F,
Martinet B, Giral M, Foucher Y, Brouard S, Degauque N";J Am Soc Nephrol;01/01/20;32165419;8.547;false;true;false;false;1
413;Anti-CD28 Antibody and Belatacept ExertDifferential Effects on Mechanisms of Renal Allograft Rejection;Ville S, Poirier N, Branchereau J, Charpy V, Pengam S, Nerriere-Daguin V, LeBas-Bernardet S, Coulon F, Mary C, Chenouard A, Hervouet J, Minault D, NedellecS, Renaudin K, Vanhove B, Blancho G;J Am Soc Nephrol;01/01/16;27160407;8.547;false;true;false;true;1
414;"Early Acute Microvascular Kidney Transplant Rejection in the Absence of Anti-HLA 
Antibodies Is Associated with Preformed IgG Antibodies against Diverse Glomerular
Endothelial Cell Antigens";"Delville M, Lamarthée B, Pagie S, See SB, Rabant M, Burger C, Gatault P, Giral
M, Thaunat O, Arzouk N, Hertig A, Hazzan M, Matignon M, Mariat C, Caillard S,
Kamar N, Sayegh J, Westeel PF, Garrouste C, Ladrière M, Vuiblet V, Rivalan J,
Merville P, Bertrand D, Le Moine A, Duong Van Huyen JP, Cesbron A, Cagnard N,
Alibeu O, Satchell SC, Legendre C, Zorn E, Taupin JL, Charreau B, Anglicheau D";J Am Soc Nephrol;01/01/19;30850439;8.547;false;false;true;false;1
415;A FamilialC3GN Secondary to Defective C3 Regulation by Complement Receptor 1 and ComplementFactor H;Chauvet S, Roumenina LT, Bruneau S, Marinozzi MC, Rybkine T, Schramm EC, JavaA, Atkinson JP, Aldigier JC, Bridoux F, Touchard G, Fremeaux-Bacchi V;J Am Soc Nephrol;01/01/16;26471127;8.547;false;false;true;false;1
416;High circulatingCD4(+)CD25(hi)FOXP3(+) T-cell sub-population early after lung transplantation is associated with development of bronchiolitis obliterans syndrome;"Durand M, Lacoste P, Danger R, Jacquemont L, Brosseau C, Durand E, Tilly G,Loy J, Foureau A, Royer PJ, Tissot A, Roux A, Reynaud-Gaubert M, Kessler R,Mussot S, Dromer C, Brugière O, Mornex JF, Guillemain R, Claustre J, Degauque N, Magnan A, Brouard S; COLT and SysCLAD Consortia";J HEART LUNG TRANSPL;01/01/18;29571601;8.578;false;true;false;false;1
417;?? T-cell receptors from multiple sclerosis brain lesionsshow MAIT cell-related features;Held K, Bhonsle-Deeng L, Siewert K, Sato W, Beltrán E, Schmidt S, Rühl G, NgJK, Engerer P, Moser M, Klinkert WE, Babbe H, Misgeld T, Wekerle H, Laplaud DA,Hohlfeld R, Dornmair K;Neurology;01/01/15;25977934;8.689;false;false;true;false;1
418;Comparative efficacy of fingolimod vs natalizumab: A Frenchmulticenter observational study;"Barbin L, Rousseau C, Jousset N, Casey R, Debouverie M, Vukusic S, De Sèze J, Brassat D, Wiertlewski S, Brochet B, Pelletier J, Vermersch P, Edan G,Lebrun-Frenay C, Clavelou P, Thouvenot E, Camdessanché JP, Tourbah A, Stankoff B,Al Khedr A, Cabre P, Papeix C, Berger E, Heinzlef O, Debroucker T, Moreau T, GoutO, Bourre B, Créange A, Labauge P, Magy L, Defer G, Foucher Y, Laplaud DA; CFSEP and OFSEP groups";Neurology;01/01/16;26826205;8.689;false;true;false;false;1
419;"Comparative effectiveness of teriflunomide vs dimethyl
fumarate in multiple sclerosis";"Laplaud DA, Casey R, Barbin L, Debouverie M, De Sèze J, Brassat D, Wiertlewski
S, Brochet B, Pelletier J, Vermersch P, Edan G, Lebrun-Frenay C, Clavelou P,
Thouvenot E, Camdessanché JP, Tourbah A, Stankoff B, Al Khedr A, Cabre P,
Lubetzki C, Papeix C, Berger E, Heinzlef O, Debroucker T, Moreau T, Gout O,
Bourre B, Wahab A, Labauge P, Magy L, Defer G, Guennoc AM, Maubeuge N, Labeyrie
C, Patry I, Nifle C, Casez O, Michel L, Rollot F, Leray E, Vukusic S, Foucher Y; 
SFSEP and OFSEP groups";Neurology;01/01/19;31300547;8.689;false;true;false;false;1
420;"B cell depletion therapy dampens CD8+ T cell
response in ANCA-associated vasculitis";"Néel A, Bucchia M, Néel M, Tilly G, Caristan A, Yap M, Rimbert M, Bruneau S,
Cadoux M, Agard C, Hourmant M, Godmer P, Brouard S, Bressollette C, Hamidou M,
Josien R, Fakhouri F, Degauque N";Arthritis Rheumatol;01/01/19;30375745;9.002;false;true;false;true;1
421;Molecular Pathways Underlying Adaptive Repair of the Injured Kidney: Novel Donation After Cardiac Death and Acute Kidney Injury Platforms;Orlando G, Danger R, Okut H, Edgar L, Bussolati B, Gall E, Bergman CR,Tamburrini R, Gazia C, Farney AC, Freedman BI, McPherson G, Rogers J, Stratta RJ,Brouard S, Walker SJ;Ann Surg;01/01/18;30048305;9.476;false;true;true;false;1
422;Cytotoxic CD8(+) T lymphocytes expressing ALS-causing SOD1 mutant selectively trigger death of spinal motoneurons;Coque E, Salsac C, Espinosa-Carrasco G, Varga B, Degauque N, Cadoux M, CrabéR, Virenque A, Soulard C, Fierle JK, Brodovitch A, Libralato M, Végh AG, VenteoS, Scamps F, Boucraut J, Laplaud D, Hernandez J, Gergely C, Vincent T, Raoul C;P NATL ACAD SCI USA;01/01/19;30674678;9.58;false;false;true;false;1
423;Multicentric standardized flow cytometry routine assessment of septic patient to predictclinical worsening;"Daix T, Guerin E, Tavernier E, Mercier E, Gissot V, Hérault O, Mira JP, Dumas F, Chapuis N, Guitton C, Béné MC, Quenot JP, Tissier C, Guy J, Piton G, Roggy A, Muller G, Legac É, de Prost N, Khellaf M, Wagner-Ballon O, Coudroy R, DindinaudE, Uhel F, Roussel M, Lafon T, Jeannet R, Vargas F, Fleureau C, Roux M, Allou K, Vignon P, Feuillard J, François B; Septiflux trial Group";Chest;01/01/18;29705219;9.657;false;false;false;false;1
424;"Genome-wide Association Study Identifies HLA-DPB1 as a Significant
Risk Factor for Severe Aplastic Anemia";"Savage SA, Viard M, O'hUigin C, Zhou W, Yeager M, Li SA, Wang T, Ramsuran V,
Vince N, Vogt A, Hicks B, Burdett L, Chung C, Dean M, de Andrade KC, Freedman ND,
Berndt SI, Rothman N, Lan Q, Cerhan JR, Slager SL, Zhang Y, Teras LR, Haagenson
M, Chanock SJ, Spellman SR, Wang Y, Willis A, Askar M, Lee SJ, Carrington M,
Gadalla SM";Am J Hum Genet;01/01/20;32004448;9.924;false;false;true;false;1
425;Successful correction of hemophilia by CRISPR/Cas9 genomeediting in vivo: delivery vector and immune responses are the key to success;Nguyen TH, Anegon I;EMBO Mol Med;01/01/16;27138565;10.624;false;true;false;false;1
426;"Future prospects for CD8(+)
regulatory T cells in immune tolerance";Flippe L, Bézie S, Anegon I, Guillonneau C;Immunol Rev;01/01/19;31593314;11.292;false;true;false;false;2
427;"Impaired efferocytosis and neutrophil
extracellular traps clearance by macrophages in ARDS";"Grégoire M, Uhel F, Lesouhaitier M, Gacouin A, Guirriec M, Mourcin F, Dumontet
E, Chalin A, Samson M, Berthelot LL, Tissot A, Kerjouan M, Jouneau S, Le Tulzo Y,
Tarte K, Zmijewski JW, Tadié JM";Eur Respir J;01/01/18;29946009;11.807;false;false;true;false;1
428;Genetic variants aremajor determinants of CSF antibody levels in multiple sclerosis;"Goris A, Pauwels I, Gustavsen MW, van Son B, Hilven K, Bos SD, Celius EG,Berg-Hansen P, Aarseth J, Myhr KM, D'Alfonso S, Barizzone N, Leone MA, MartinelliBoneschi F, Sorosina M, Liberatore G, Kockum I, Olsson T, Hillert J, AlfredssonL, Bedri SK, Hemmer B, Buck D, Berthele A, Knier B, Biberacher V, van Pesch V,Sindic C, Bang Oturai A, Søndergaard HB, Sellebjerg F, Jensen PE, Comabella M,Montalban X, Pérez-Boza J, Malhotra S, Lechner-Scott J, Broadley S, Slee M,Taylor B, Kermode AG, Gourraud PA; International Multiple Sclerosis GeneticsConsortium, Sawcer SJ, Andreassen BK, Dubois B, Harbo HF";Brain;01/01/15;25616667;11.814;false;false;true;false;1
429;IL-7 receptor blockade blunts antigen-specific memory T cell responsesand chronic inflammation in primates;Belarif L, Mary C, Jacquemont L, Mai HL, Danger R, Hervouet J, Minault D,Thepenier V, Nerrière-Daguin V, Nguyen E, Pengam S, Largy E, Delobel A, Martinet B, Le Bas-Bernardet S, Brouard S, Soulillou JP, Degauque N, Blancho G, Vanhove B,Poirier N;Nat Commun;01/01/18;30367166;11.878;false;true;false;true;1
430;"Missing self triggers NK cell-mediated chronic vascular rejection of solid organ 
transplants";"Koenig A, Chen CC, Marçais A, Barba T, Mathias V, Sicard A, Rabeyrin M, Racapé
M, Duong-Van-Huyen JP, Bruneval P, Loupy A, Dussurgey S, Ducreux S, Meas-Yedid V,
Olivo-Marin JC, Paidassi H, Guillemain R, Taupin JL, Callemeyn J, Morelon E,
Nicoletti A, Charreau B, Dubois V, Naesens M, Walzer T, Defrance T, Thaunat O";Nat Commun;01/01/19;31767837;11.878;false;false;true;false;1
431;"CD8(+) T cell-mediated endotheliopathy is a
targetable mechanism of neuro-inflammation in Susac syndrome";"Gross CC, Meyer C, Bhatia U, Yshii L, Kleffner I, Bauer J, Tröscher AR,
Schulte-Mecklenbeck A, Herich S, Schneider-Hohendorf T, Plate H, Kuhlmann T,
Schwaninger M, Brück W, Pawlitzki M, Laplaud DA, Loussouarn D, Parratt J, Barnett
M, Buckland ME, Hardy TA, Reddel SW, Ringelstein M, Dörr J, Wildemann B, Kraemer 
M, Lassmann H, Höftberger R, Beltrán E, Dornmair K, Schwab N, Klotz L, Meuth SG, 
Martin-Blondel G, Wiendl H, Liblau R";Nat Commun;01/01/19;31852955;11.878;false;false;true;false;1
432;Parallel derivation of isogenic human primed and naive induced pluripotent stem cells;"Kilens S, Meistermann D, Moreno D, Chariau C, Gaignerie A, Reignier A,Lelièvre Y, Casanova M, Vallot C, Nedellec S, Flippe L, Firmin J, Song J,Charpentier E, Lammers J, Donnart A, Marec N, Deb W, Bihouée A, Le Caignec C,Pecqueur C, Redon R, Barrière P, Bourdon J, Pasque V, Soumillon M, Mikkelsen TS, Rougeulle C, Fréour T, David L; Milieu Intérieur Consortium";Nat Commun;01/01/18;29367672;11.878;false;true;true;false;1
433;CtIP fusion to Cas9 enhances transgene integration by homology-dependent repair;Charpentier M, Khedher AHY, Menoret S, Brion A, Lamribet K, Dardillac E, Boix C, Perrouault L, Tesson L, Geny S, De Cian A, Itier JM, Anegon I, Lopez B, Giovannangeli C, Concordet JP;Nat Commun;01/01/18;29556040;11.878;false;false;false;false;1
434;"Association study in African-admixed populations across the Americas
recapitulates asthma risk loci in non-African populations";"Daya M, Rafaels N, Brunetti TM, Chavan S, Levin AM, Shetty A, Gignoux CR,
Boorgula MP, Wojcik G, Campbell M, Vergara C, Torgerson DG, Ortega VE, Doumatey
A, Johnston HR, Acevedo N, Araujo MI, Avila PC, Belbin G, Bleecker E, Bustamante 
C, Caraballo L, Cruz A, Dunston GM, Eng C, Faruque MU, Ferguson TS, Figueiredo C,
Ford JG, Gan W, Gourraud PA, Hansel NN, Hernandez RD, Herrera-Paz EF, Jiménez S, 
Kenny EE, Knight-Madden J, Kumar R, Lange LA, Lange EM, Lizee A, Maul P, Maul T, 
Mayorga A, Meyers D, Nicolae DL, O'Connor TD, Oliveira RR, Olopade CO, Olopade O,
Qin ZS, Rotimi C, Vince N, Watson H, Wilks RJ, Wilson JG, Salzberg S, Ober C,
Burchard EG, Williams LK, Beaty TH, Taub MA, Ruczinski I, Mathias RA, Barnes KC; 
CAAPA";Nat Commun;01/01/19;30787307;11.878;false;false;true;false;1
435;A systems biology approach uncovers cell-specific gene regulatory effects of genetic associations in multiple sclerosis;International Multiple Sclerosis Genetics Consortium;Nat Commun;01/01/19;31110181;11.878;false;false;true;false;1
436;"STING-dependent paracriny
shapes apoptotic priming of breast tumors in response to anti-mitotic treatment.";"Lohard S, Bourgeois N, Maillet L, Gautier F, Fétiveau A, Lasla H, Nguyen F,
Vuillier C, Dumont A, Moreau-Aubry A, Frapin M, David L, Loussouarn D, Kerdraon
O, Campone M, Jézéquel P, Juin PP, Barillé-Nion S.";Nat Commun;01/01/20;31937780;11.878;false;false;false;false;1
437;Rabbit antithymocyte globulin-induced serum sickness disease andhuman kidney graft survival;Couvrat-Desvergnes G, Salama A, Le Berre L, Evanno G, Viklicky O, Hruba P,Vesely P, Guerif P, Dejoie T, Rousse J, Nicot A, Bach JM, Ang E, Foucher Y,Brouard S, Castagnet S, Giral M, Harb J, Perreault H, Charreau B, Lorent M,Soulillou JP;J Clin Invest;01/01/15;26551683;12.282;false;true;true;false;1
438;CD28 blockade controls T cell activation toprevent graft-versus-host disease in primates;Watkins BK, Tkachev V, Furlan SN, Hunt DJ, Betz K, Yu A, Brown M, Poirier N,Zheng HB, Taraseviciute A, Colonna L, Mary C, Blancho G, Soulillou JP,Panoskaltsis-Mortari A, Sharma P, Garcia A, Strobert E, Hamby K, Garrett A, DeaneT, Blazar BR, Vanhove B, Kean LS;J Clin Invest;01/01/18;30102255;12.282;false;false;true;true;1
439;IL-34 is a Treg-specific cytokine and mediates transplanttolerance;Bézie S, Picarda E, Ossart J, Tesson L, Usal C, Renaudin K, Anegon I,Guillonneau C;J Clin Invest;01/01/15;26389674;12.282;false;true;false;true;1
440;"IL-7 receptor influences
anti-TNF responsiveness and T cell gut homing in inflammatory bowel disease";"Belarif L, Danger R, Kermarrec L, Nerrière-Daguin V, Pengam S, Durand T, Mary 
C, Kerdreux E, Gauttier V, Kucik A, Thepenier V, Martin JC, Chang C, Rahman A,
Guen NS, Braudeau C, Abidi A, David G, Malard F, Takoudju C, Martinet B, Gérard
N, Neveu I, Neunlist M, Coron E, MacDonald TT, Desreumaux P, Mai HL, Le
Bas-Bernardet S, Mosnier JF, Merad M, Josien R, Brouard S, Soulillou JP, Blancho 
G, Bourreille A, Naveilhan P, Vanhove B, Poirier N";J CLIN INVEST;01/01/19;30939120;12.282;false;true;true;true;1
441;Killer cell immunoglobulin-like receptor3DL1 variation modifies HLA-B*57 protection against HIV-1;Martin MP, Naranbhai V, Shea PR, Qi Y, Ramsuran V, Vince N, Gao X, Thomas R,Brumme ZL, Carlson JM, Wolinsky SM, Goedert JJ, Walker BD, Segal FP, Deeks SG,Haas DW, Migueles SA, Connors M, Michael N, Fellay J, Gostick E, Llewellyn-Lacey S, Price DA, Lafont BA, Pymm P, Saunders PM, Widjaja J, Wong SC, Vivian JP,Rossjohn J, Brooks AG, Carrington M;J Clin Invest;01/01/18;29461980;12.282;false;false;true;false;1
