id_activity;year;id_type_com;id_choice_meeting;titleoral_com_poster;authors;meeting_name;date;location
376;2019;1;1;Single cell transcriptomic analysis for a better understanding of heterogeneity in human CD8 regulatory T cells;Céline Sérazin, Léa Flippe, Dimitri Meistermann, Séverine Bézie, Laurent David, Carole Guillonneau;Congrès annuel de la Société Française d'Immunologie (SFI);11/12/2019;Nantes, France
377;2019;1;1;Single cell transcriptomic analysis for a better understanding of heterogeneity in human CD8 regulatory T cells;Céline Sérazin, Léa Flippe, Dimitri Meistermann, Séverine Bézie, Laurent David, Carole Guillonneau;symposium single cell;12/12/2019;Nantes, France
378;2019;;2;ANTI-CD45RC MABS IMMUNOTHERAPY CONTROLS THE DEVELOPPEMENT OF AUTO-IMMUNE SYMPTOMS IN AN APECED RAT MODEL OF AIRE DEFICIENCY;Marine Besnard, Jason Ossart, Claire Usal, Nadège Vimond, Hadrien Regue,Léa Flippe, Ignacio Anegon, Annamari Ranki, Pärt Peterson, Carole Guillonneau;FOCIS;18/06/19 - 21/06/19;Boston
379;2019;1;1;ANTI-CD45RC MABS IMMUNOTHERAPY CONTROLS THE DEVELOPPEMENT OF AUTO-IMMUNE SYMPTOMS IN AN APECED RAT MODEL OF AIRE DEFICIENCY;Marine Besnard, Jason Ossart, Claire Usal, Nadège Vimond, Hadrien Regue,Léa Flippe, Ignacio Anegon, Annamari Ranki, Pärt Peterson, Carole Guillonneau;SFI;12/11/19 - 14/11/20;Nantes
380;2020;;2;ANTI-CD45RC MABS IMMUNOTHERAPY CONTROLS THE DEVELOPPEMENT OF AUTO-IMMUNE SYMPTOMS IN AN APECED RAT MODEL OF AIRE DEFICIENCY;Marine Besnard, Jason Ossart, Claire Usal, Nadège Vimond, Hadrien Regue,Léa Flippe, Ignacio Anegon, Annamari Ranki, Pärt Peterson, Carole Guillonneau;FOCIS;28/10/20-31/10/20;San Francisco
381;2020;;1;ANTI-CD45RC MABS IMMUNOTHERAPY CONTROLS THE DEVELOPPEMENT OF AUTO-IMMUNE SYMPTOMS IN AN APECED RAT MODEL OF AIRE DEFICIENCY;Marine Besnard, Jason Ossart, Claire Usal, Nadège Vimond, Hadrien Regue,Léa Flippe, Ignacio Anegon, Annamari Ranki, Pärt Peterson, Carole Guillonneau;AUTO;28/11/20-01/12/20;Athènes
382;2016;2;1;Implementing human naive pluripotent stem cells generation in iPSC core facilities;L. DAVID;ISSCR annual meeting;juin-16;San Francisco
383;2018;2;1;Implementing naïve reprogramming in iPSC core facilities;L. DAVID;ISSCR annual meeting;juin-18;Melbourne
384;2018;2;1;Spatio-temporal analysis of human preimplantation development reveals dynamics of EPI/TE;L. DAVID;"From stem
cells to human development";18-sept.;Surrey (UK)
385;2017;2;2;"Direct reprogramming of human somatic cells into human naive induced pluripotent stem cells highlights
hierarchy of naive markers";S. KILENS;Keystone Symposium on Stem Cells;févr.-17;California, USA
386;2019;1;1;Generation of human trophoblast stem cells with genetic diversity by somatic cell reprogramming and cell fate conversion of pluripotent stem cells;G. CASTEL;GDR Stem Cells;nov.-19;Paris
387;2018;1;1;Spatio-temporal analysis of human preimplantation development reveals dynamics of EPI/TE;D. MEISTERMANN;GDR Stem Cells;nov.-18;Paris
388;2015;2;1;Virulence and stress tolerance phenotypes of five clinical Escherichia coli isolates from a cystic fibrosis lung transplant patient;Crémet L, Dauvergne S, Chaillou C, Caillon J, Asehnoune K, Caroff N;55th Interscience Conference on Antimicrobial Agents and Chemotherapy;September 17-21;San Diego
389;2017;2;2;Use of the CRISPR/Cas9 Gene Editing Technology to Study Pathoadaptive;Crémet L, De Cian A, Delanou S, Chaillou C, Heisig P, Asehnoune K, Concordet JP, Caroff N;27th European Congress of Clinical Microbiology and Infectious Diseases. ;April 22-25;Vienne
390;2018;2;2;Is Evolution Towards Resistance Associated with Virulence Modification in Pseudomonas aeruginosa during Ventilator-associated Pneumonia?;Thomas E, Sassi M, Aubry M, Broly M, Delanou S, Asehnoune K, Caroff N, Crémet L;28 th European Congress of Clinical Microbiology and Infectious Diseases;April 21-24;Madrid
391;2019;2;2;Characterisation of Pseudomonas aeruginosa population diversity in bronchoalveolar lavages of patients admitted in intensive care unit.;Crémet L, Delanou S, Burghelea A, Persyn E, Leroy AG, Asehnoune K, Caroff N;29th European Congress of Clinical Microbiology and Infectious Diseases ;April 13-16;Amsterdam
392;2020;2;2;Genomic Characterization of Pseudomonas aeruginosa Population Diversity in Bronchoalveolar Lavages of Intensive Care Unit Patients with Ventilator Associated Pneumonia.;Lavigne-Quilichini V, Sassi M, Aubry M, Muller D, Delanou S, Roquilly A, Caroff N, Crémet L.;ASM Microbe 2020;June18-22;Chicago
393;2019;1;2;SIRP-? is a major check-point of the reprogramming of resident alveolar macrophages leading to the susceptbility to secondary pneumonia;C. Jacqueline, A. Roquilly, M. Davieau, A. Sadek, C. Fourgeux, P. Rooze, A. Broquet, B. Misme-Aucouturier, T. Chaumette, M. Vourc'h, R. Cinotti, N. Marec, V. Gauttier, H. McWilliam, F. Altare, J. Poschmann, J. Villadangos, K. Asehnoune;52nd Annual Meeting of the French Society for Immunology, SFI;November 12-14;Nantes
394;2016;2;2;Impact of Linezolid, a Protein-Synthesis Inhibitor Antibiotic, on In Vivo Cytokine Production and Host Inflammatory Response in a Murine Model of Methicillin-Susceptible and -Resistant Staphylococcus aureus Pneumonia.;C. Jacqueline, A. Broquet, M. Davieau, M.  Vourc'h, J. Caillon, K. Asehnoune.;Gordon Research Conference (GRC),;February 21-26;Galveston, TX, USA
395;2017;1;1;Réactivations virales herpétiques et patients cérébrolésés : une cohorte monocentrique prospective.;A. Roquilly, R. Cinotti, M. Vourc'h, K. Lakhal, C. Bressollette, K. Asehnoune;59ème congrès de la SFAR (Société Française d'Anesthésie-Réanimation);September 21-23;Paris
396;2016;1;2;Etude du rapport urée / créatinine urinaire comme marqueur prédictif d'infection acquise en réanimation - Un suivi prospectif de cohorte. Résultats intermédiaires;A. Roquilly, P. Seguin, S. Lasocki, T. Kerforne, M. Ferrandière, K. Lakhal, M. Jonas, N. Chudeau, P.J. Mahe*, F. Pengam, R. Cinotti, K. Asehnoune;58ème congrès de la SFAR;September 22-24;Paris
397;2017;2;;Herpes Virus Reactivation and brain-injured patients : a prospective cohort.;"Roquilly, C. Bressollette, T. Chaumette, R. Cinotti, M. Vourc’h, K. Lakhal, B; Rozec, K. Asehnoune";17th European Shock society;September 13-15;Paris
398;2017;2;2;First Evaluation of Bacteriophage Therapy in a Murine Model of Pseudomonas aeruginosa Chronic Bronchopulmonary Infection.;Leroy AG, Jacqueline C, Boutoille D, Davieau M, Caillon J;ASM Microbe;June 1-5;New Orleans
399;2018;2;2;Murine Model of Chronic Pseudomonas aeruginosa Lung Infection : Development and Comparison to an Acute Pneumonia Model.;Leroy AG, Jacqueline C, Davieau M, Broquet A, Boutoille D, Caillon J;28th European Congress of Clinical Microbiology and Infectious Disease (ECCMID), ;April 21-24;Madrid
400;2017;1;2;Évaluation des bactériophages dans un modèle murin d’infection respiratoire chronique;Leroy AG, Jacqueline C, Boutoille D, Davieau M, Caillon J ;37ème Réunion Interdisciplinaire de Chimiothérapie Anti-infectieuse (RICAI), ;December 18-19;Paris
401;2018;1;2;Évaluation des bactériophages dans un modèle murin d’infection respiratoire chronique : vers une alternative thérapeutique prometteuse ?;Leroy AG, Jacqueline C, Boutoille D, Davieau M, Caillon J ;Journées nationales d'infectiologie;June 13-15;Nantes
402;2018;2;2;A 17-year epidemiological survey of e-ESBL positive patients: incidence, microbiology and mortality;Q. Lecomte, C. Bourigault, M. Juvin, P. Bemer, E. Montassier, E. Batard, J. Caillon, D. Lepelletier;28th European Congress of Clinical Microbiology and Infectious Disease (ECCMID) ;April 21-24;Madrid
403;2019;2;1;Deciphering Staphylococcus aureus internalisation in order to define a novel therapeutic target?;W. Mouton, B. Daniel, T. Sophie, J. Josse, J. Caillon, C. Jacqueline, A. Diot, F. Laurent;29th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 13-16;Amsterdam
404;2019;2;1;Outbreak of oxazolidinone-resistant staphylococci due to the concomitant dissemination of a cfr-positive subpopulation belonging to the MDR worldwide-disseminated;C. Andre, P. Martins Simoes, M. Farrel, L. Crémet, P. Bemer, S. Corvec, J. Caillon, F. Vandenesch, C. Dupieux-Chabert* (Lyon, France), F. Laurent;29th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 13-16;Amsterdam
405;2019;2;2;What do we know about the dynamic of Escherichia coli resistance to critically important antibiotics? A parallel between humans and animals;C. Bourély, T. Coeffic, J. Caillon, S. Thibaut, G. Cazeau, E. Jouy, N. Jarrige, A. Leblond, E. Gay;29th European Congress of Clinical Microbiology and Infectious Disease (ECCMID) ;April 13-16;Amsterdam
406;2019;2;2;Should we use ampicillin to predict enterococci susceptibility to piperacillin?;A. Leroy, A. Rambaud, L. Crémet, J. Caillon;29th European Congress of Clinical Microbiology and Infectious Disease (ECCMID) ;April 13-16;Amsterdam
407;2019;2;2;Factors associated with underdosing of cefazolin in bacteraemia and infective endocarditis;D. Colin, R. Bellouard, B. Gaborit, R. Lecomte, P. Le Turnier, N. Asseray Madani, G. Deslandes, M. Grégoire, D. Boutoille;29th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 13-16;Amsterdam
408;2016;2;2;Interleukin-22 ,negative regulates neutrophil chemo-attractant CXCL2 during Pseudomonas aeruginosa pneumonia in mice.;Broquet A, Jacqueline C, Davieau M, Martin J, Josien R, Asehnoune K.;Gordon Research Conference;February 21-26;Galveston (USA) 
409;2018;2;1;Risk-benefit assessment of thoracoabdominopelvic CT scan in infective endocarditis;R. Lecomte, N. Issa, T. Le Tourneau, M. Michel, B. Gaborit, N. Asseray Madani, L. Khatchatourian, F. Camou, D. Boutoille;28 th European Congress of Clinical Microbiology and Infectious Diseases (ECCMID);April 21-24;Madrid
410;2018;2;1;Is there an association between the use of amoxicillin-clavulanate and resistance to 3rd generation cephalosporins in Klebsiella pneumoniae and Escherichia coli at the hospital level?;E. Montassier, F. Javaudin, M. Vibet, G. Chapelet, A. Marquet, J. Caillon, E. Batard;28 th European Congress of Clinical Microbiology and Infectious Diseases (ECCMID);April 21-24;Madrid
411;2018;2;2;Rectal screening of OXA-48-producing Enterobacteriaceae;S. Gibaud, E. Thomas, L. Crémet, J. Caillon;28 th European Congress of Clinical Microbiology and Infectious Diseases (ECCMID);April 21-24;Madrid
412;2018;2;2;"In vivo assessment of ceftobiprole versus daptomycin in a murine model of Staphylococcus aureus bacteremia : antimicrobial activity and impact on host inflammatory response
";L. Bouard, J. Caillon, V. Le Mabecque, E. Thomas, K. Asehnoune, C. Jacqueline;28 th European Congress of Clinical Microbiology and Infectious Diseases (ECCMID);April 21-24;Madrid
413;2018;2;2;Activity of a novel extended-spectrum beta- lactamase inhibitor, AAI101, combined with cefepime against beta-lactamase-producing Enterobacteriaceae in a murine septicaemia model;C. Jacqueline, G. Potel, J. Caillon, A. Reghal, S. Shapiro;28 th European Congress of Clinical Microbiology and Infectious Diseases (ECCMID);April 21-24;Madrid
414;2016;2;2;Broad-spectrum antibiotic consumption in French hospitals: longitudinal trends over five years (2010- 2014);A. Marquet, S. Thibaut, J. Caillon, J. Maupetit, D. Boutoille, E. Batard;26th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 9-12;Amsterdam
415;2016;2;2;Administration of aminoglycosides in the ICU: how can we do better?;C. Bretonnière, G. Deslandes, J. Laurence, E. Dailly, G. Potel, J. Caillon, D. Boutoille, C. Guitton;26th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 9-12;Amsterdam
416;2016;2;2;Cotrimoxazole in antibiotic combination to treat device related bone infections is as efficacious and safe as other combinations: a retrospective cohort study in a French reference centre;A. Le Bourgeois, G. Bart, D. Boutoille, S.Touchais, S. Corvec, P. Bemer, L. Happi, F. Raffi, S. Nusinovici, N. Asseray;26th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 9-12;Amsterdam
417;2016;2;2;Survey of resistance of S. aureus strains isolated in urinary infections from 2008 to 2014, in the French community;S. Thibaut, A. Marquet, G. Guy, D. Boutoille, J. Caillon, M. MedQual-Network;26th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 9-12;Amsterdam
418;2017;2;2;Impact of pneumococcal antibacterial therapy on pneumonia outcome and inflammatory response: a comparative study between betalactam agents and linezolid;M. Benhamida, J. Caillon, K. Asehnoune, C. Gras-Le-Guen, E. Launay, C. Jacqueline;27th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 22-25;Vienne
419;2017;2;2;Effect of vancomycin minimum inhibitory concentration on the efficacy of cefazolin daptomycin and ceftobiprole in an experimental rabbit endocarditis model caused by methicillin-susceptible Staphylococcus aureus;R. Lecomte, J. Caillon, C. Jacqueline, V. Le Mabecque, D. Boutoille;27th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 22-25;Vienne
420;2015;2;2;Clostridium difficile infections (CDI) in a French university hospital: clinical description, outcomes, and analysis of recurrences by random amplified polymorphic DNA (RAPD);E.Thomas, P. Bemer, C. Bourigault, A. Guillouzouic, C. Guénot, J. Orain, S. Corvec, J. Caillon, D. Boutoille;25th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 25-28;Copenhagen
421;2015;2;2;Assessment of efficacy of a preclinical phage cocktail alone or in combination with ceftazidime in a murine model of acute Pseudomonas aeruginosa-induced pneumonia;L. Khatchatourian, D. Boutoille, C. Jacqueline, A. Broquet, V. Le Mabecque, B. Gaborit, G. Potel, J. Caillon;25th European Congress of Clinical Microbiology and Infectious Disease (ECCMID);April 25-28;Copenhagen
422;2019;1;2;ANTI-CD45RC MABS IMMUNOTHERAPY CONTROLS THE DEVELOPPEMENT OF AUTO-IMMUNE SYMPTOMS IN AN APECED RAT MODEL OF AIRE DEFICIENCY;Marine Besnard, Jason Ossart, Claire Usal, Nadège Vimond, Hadrien Regue,Léa Flippe, Ignacio Anegon, Annamari Ranki, Pärt Peterson, Carole Guillonneau;SFI;12/11/19 - 14/11/20;Nantes
